P No.,MONA,Genus_Species,Author with Year,Common Name,Superfamily,Family,Subfamily,Tribe,Subtribe,Genus,Species,MPG URL,MPG Taxonomic Notes yes::Taxonomic Note Striped,MPG Taxonomic Notes yes::Synonymy striped
620659,3371,Ancylis rhodorana,"(McDunnough, 1954)",,Tortricoidea,Tortricidae,Olethreutinae,Enarmoniini,,Ancylis,rhodorana,https://mothphotographersgroup.msstate.edu/species.php?hodges=3371,"Ancylis rhodorana (McDunnough, 1954) corrects the spelling of Ancylis rhoderana in Hodges et al. (1983) (Checklist).","Anchylopera rhodorana McDunnough, 1954
Ancylis rhoderana Powell, 1983"
620660,3372,Ancylis brauni,"(Heinrich, 1931)",,Tortricoidea,Tortricidae,Olethreutinae,Enarmoniini,,Ancylis,brauni,https://mothphotographersgroup.msstate.edu/species.php?hodges=3372,,"Anchylopera brauni Heinrich, 1931"
620661,3373,Ancylis definitivana,"(Heinrich, 1923)",,Tortricoidea,Tortricidae,Olethreutinae,Enarmoniini,,Ancylis,definitivana,https://mothphotographersgroup.msstate.edu/species.php?hodges=3373,,"Anchylopera definitivana Heinrich, 1923"
620662,3374,Ancylis comptana,"(Frölich, 1828)",,Tortricoidea,Tortricidae,Olethreutinae,Enarmoniini,,Ancylis,comptana,https://mothphotographersgroup.msstate.edu/species.php?hodges=3374,"Ancylis comptana (Frölich, 1828) is treated as extralimital to North America in (Gilligan et al. 2020). DNA data in BOLD clearly distinguishes the NA specimens identified as A. comptana as a separate taxon from those in Europe. A. conflexana is the senior available name for Nearctic specimens and it's usage is putative.  Future study may determine if there is more than one species represented by the many NA synonyms for this taxon. (Michael Sabourin, pers. comm., 2023)","Tortrix comptana Frölich, 1828
Phoxopteris amblygona Zeller, 1876
Phoxopteryx cometana Walsingham, 1879
Grapholita conflexana Walker, 1863
Phoxopteris floridana Zeller, 1876
Anchylopera fragariae Walsh & Riley, 1869
Anchylopera lamiana Clemens, 1864
Anchylopera pulchellana Clemens, 1864"
620663,3375,Ancylis divisana,"(Walker, 1863)",Two-toned Ancylis,Tortricoidea,Tortricidae,Olethreutinae,Enarmoniini,,Ancylis,divisana,https://mothphotographersgroup.msstate.edu/species.php?hodges=3375,,"Grapholita divisana Walker, 1863"
620664,3376,Ancylis apicana,"(Walker, 1866)",,Tortricoidea,Tortricidae,Olethreutinae,Enarmoniini,,Ancylis,apicana,https://mothphotographersgroup.msstate.edu/species.php?hodges=3376,,"Grapholita apicana Walker, 1866"
620665,3377,Ancylis muricana,"(Walsingham, 1879)",Red-headed Ancylis,Tortricoidea,Tortricidae,Olethreutinae,Enarmoniini,,Ancylis,muricana,https://mothphotographersgroup.msstate.edu/species.php?hodges=3377,,"Phoxopteryx muricana Walsingham, 1879"
620666,3377.1,Ancylis cornifoliana,"(Riley, 1881)",,Tortricoidea,Tortricidae,Olethreutinae,Enarmoniini,,Ancylis,cornifoliana,https://mothphotographersgroup.msstate.edu/species.php?hodges=3377.1,"Ancylis cornifoliana (Riley, 1881) historically treated as a synonym 3377 Ancylis muricana is listed as a valid species at Tortricid.net, accessed 01 May 2017.","Phoxopteris cornifoliana Riley, 1881"
620667,3378,Ancylis uncella,"([Denis & Schiffermüller], 1775)",,Tortricoidea,Tortricidae,Olethreutinae,Enarmoniini,,Ancylis,uncella,https://mothphotographersgroup.msstate.edu/species.php?hodges=3378,"Ancylis uncella ([Denis & Schiffermüller], 1775) includes as a synonym 3378 Ancylis carbonana Heinrich, 1923 in Gilligan et al. (2016), Zootaxa. 4178 (3): 356.","Tinea uncella [Denis & Schiffermüller], 1775
Ancylis carbonana Heinrich, 1923
Ancylis subuncana Krulikowsky, 1907"
620668,3379,Ancylis diminuatana,"Kearfott, 1905",,Tortricoidea,Tortricidae,Olethreutinae,Enarmoniini,,Ancylis,diminuatana,https://mothphotographersgroup.msstate.edu/species.php?hodges=3379,"Ancylis diminuatana Kearfott, 1905, previously listed as synonym of the extralimital species A. diminutana (Haworth, 1811) in Heinrich (1923), erroneously listed in Hodges et al. (1983) (Checklist) as a misspelling of diminutana (Haworth, 1811), and later listed as a synonym of the extralimital species [3388.1] A. geminana (Donovan, 1806) in Brown (2005), is raised back to full species status in Gilligan et al. (2016), Zootaxa, 4178 (3): 366.","Ancylis diminuatana Kearfott, 1905
Anchylopera biarcuana of authors not Stephens, 1834
Tortrix diminutana of authors not Haworth, 1811
Phalaena geminana of authors not Donovan, [1806]"
620668.1,3379.1,Ancylis saliana,"Gilligan & Huemer, 2016",,Tortricoidea,Tortricidae,Olethreutinae,Enarmoniini,,Ancylis,saliana,https://mothphotographersgroup.msstate.edu/species.php?hodges=3379.1,"Ancylis saliana Gilligan & Huemer, 2016, n. sp., Zootaxa. 4178 (3): 367.","Ancylis saliana Gilligan & Huemer, 2016"
620669,3380,Ancylis goodelliana,"(Fernald, 1882)",,Tortricoidea,Tortricidae,Olethreutinae,Enarmoniini,,Ancylis,goodelliana,https://mothphotographersgroup.msstate.edu/species.php?hodges=3380,,"Phoxopteris goodelliana Fernald, 1882"
620669.1,3380.2,Ancylis oregonensis,"Gilligan & Huemer, 2016",,Tortricoidea,Tortricidae,Olethreutinae,Enarmoniini,,Ancylis,oregonensis,https://mothphotographersgroup.msstate.edu/species.php?hodges=3380.2,"Ancylis oregonensis Gilligan & Huemer, 2016, n. sp., Zootaxa. 4178 (3): 362.","Ancylis oregonensis Gilligan & Huemer, 2016"
620670,3381,Ancylis albafascia,"Heinrich, 1929",,Tortricoidea,Tortricidae,Olethreutinae,Enarmoniini,,Ancylis,albafascia,https://mothphotographersgroup.msstate.edu/species.php?hodges=3381,,"Ancylis albafascia Heinrich, 1929"
620671,3382,Ancylis unguicella,"(Linnaeus, 1758)",,Tortricoidea,Tortricidae,Olethreutinae,Enarmoniini,,Ancylis,unguicella,https://mothphotographersgroup.msstate.edu/species.php?hodges=3382,,"Tinea unguicella Linnaeus, 1758
Ancylis cuencana Caradja, 1916
Tortrix falcana Hübner, [1796-1799]
Anchylopera plagosana Clemens, 1864
Tortrix vappana Hübner, [1814-1817]"
620672,3383,Ancylis pacificana,"(Walsingham, 1879)",,Tortricoidea,Tortricidae,Olethreutinae,Enarmoniini,,Ancylis,pacificana,https://mothphotographersgroup.msstate.edu/species.php?hodges=3383,,"Phoxopteryx pacificana Walsingham, 1879"
620673,3384,Ancylis mediofasciana,"(Clemens, 1864)",,Tortricoidea,Tortricidae,Olethreutinae,Enarmoniini,,Ancylis,mediofasciana,https://mothphotographersgroup.msstate.edu/species.php?hodges=3384,,"Anchylopera mediofasciana Clemens, 1864"
620674,3385,Ancylis torontana,"(Kearfott, 1907)",,Tortricoidea,Tortricidae,Olethreutinae,Enarmoniini,,Ancylis,torontana,https://mothphotographersgroup.msstate.edu/species.php?hodges=3385,,"Proteoteras torontana Kearfott, 1907"
620675,3386,Ancylis tineana,"(Hübner, [1799])",,Tortricoidea,Tortricidae,Olethreutinae,Enarmoniini,,Ancylis,tineana,https://mothphotographersgroup.msstate.edu/species.php?hodges=3386,,"Tortrix tineana Hübner, [1799]
Pandemis leucophaleratana Packard, 1867
Anchylopera ocellana Clemens, 1864"
620677,3387,Ancylis albacostana,"Kearfott, 1905",White-edged Ancylis,Tortricoidea,Tortricidae,Olethreutinae,Enarmoniini,,Ancylis,albacostana,https://mothphotographersgroup.msstate.edu/species.php?hodges=3387,,"Ancylis albacostana Kearfott, 1905"
620678,3388,Ancylis cordiae,"Busck, 1933",,Tortricoidea,Tortricidae,Olethreutinae,Enarmoniini,,Ancylis,cordiae,https://mothphotographersgroup.msstate.edu/species.php?hodges=3388,,"Ancylis cordiae Busck, 1933"
620679,3389,Hystrichophora leonana,"Walsingham, 1879",,Tortricoidea,Tortricidae,Olethreutinae,Enarmoniini,,Hystrichophora,leonana,https://mothphotographersgroup.msstate.edu/species.php?hodges=3389,,"Hystrichophora leonana Walsingham, 1879
Hystrichophora aurantiana Walsingham, 1879"
620680,3390,Hystrichophora paradisiae,"Heinrich, 1923",,Tortricoidea,Tortricidae,Olethreutinae,Enarmoniini,,Hystrichophora,paradisiae,https://mothphotographersgroup.msstate.edu/species.php?hodges=3390,,"Hystrichophora paradisiae Heinrich, 1923"
620681,3391,Hystrichophora stygiana,"(Dyar, 1903)",,Tortricoidea,Tortricidae,Olethreutinae,Enarmoniini,,Hystrichophora,stygiana,https://mothphotographersgroup.msstate.edu/species.php?hodges=3391,,"Thiodia stygiana Dyar, 1903
Hystrichophora californiae Heinrich, 1923"
620682,3394,Hystrichophora asphodelana,"(Kearfott, 1907)",,Tortricoidea,Tortricidae,Olethreutinae,Enarmoniini,,Hystrichophora,asphodelana,https://mothphotographersgroup.msstate.edu/species.php?hodges=3394,,"Thiodia asphodelana Kearfott, 1907
Hystrichophora seraphicana Heinrich, 1923"
620683,3392,Hystrichophora roessleri,"(Zeller, 1876)",,Tortricoidea,Tortricidae,Olethreutinae,Enarmoniini,,Hystrichophora,roessleri,https://mothphotographersgroup.msstate.edu/species.php?hodges=3392,,"Grapholitha roessleri Zeller, 1876"
620684,3393,Hystrichophora ostentatrix,"Heinrich, 1923",,Tortricoidea,Tortricidae,Olethreutinae,Enarmoniini,,Hystrichophora,ostentatrix,https://mothphotographersgroup.msstate.edu/species.php?hodges=3393,,"Hystrichophora ostentatrix Heinrich, 1923"
620685,3395,Hystrichophora taleana,"(Grote, 1878)",Indigobush Twig Borer,Tortricoidea,Tortricidae,Olethreutinae,Enarmoniini,,Hystrichophora,taleana,https://mothphotographersgroup.msstate.edu/species.php?hodges=3395,"Hystrichophora taleana: Todd Gilligan (pers. comm., 07/2013) advises that there are at least two undescribed species forming a complex with H. taleana. It will require spread specimens and/or examination of genitalia to distinguish them.  Descriptions of differencesd are not presently available. ~ B.P.","Grapholitha taleana Grote, 1878"
